text,timestamp
jesus jesus christ superstar cuz bogeyed aint,2026-01-18 14:54:37.823086
horseshit,2026-01-18 14:54:37.823087
rationalization sharp edge blasphemy,2026-01-18 14:54:37.823088
wish didnt waste time watching sequel. could stoped first one.,2026-01-18 14:54:37.823090
"wasnt good all. storyline went sideways, teen actor sucked, no flow originality first film. total fail. complete failure storyline editing.",2026-01-18 14:54:37.823091
fbi guy definitelly imortal. no doubts.,2026-01-18 14:54:37.823092
type kid id beat,2026-01-18 14:54:37.823094
wish spend like least 15 minute bush craft. must mastered ton crafting techniques. much resource youtube used reference.,2026-01-18 14:54:37.823095
quel film ! jespre quil aura une suite !,2026-01-18 14:54:37.823096
4 student movie dumbest people ive seen. dumber people religious fanatic especially islamists.,2026-01-18 14:54:37.823098
last scene imagine fbi agent immortal john talked first movie theory though,2026-01-18 14:54:37.823099
cant leave good movie alone,2026-01-18 14:54:37.823100
man literally crying....do wait 2027 part 3 never coming,2026-01-18 14:54:37.823102
"watch second part??? believe first part complete story, part unknown made beautiful maybe part two might ruin part one well. let know watched.",2026-01-18 14:54:37.823103
prequel highlander!!!?,2026-01-18 14:54:37.823104
"feel like made tv christian movie, lol. alright",2026-01-18 14:54:37.823106
crente foda.,2026-01-18 14:54:37.823107
john young formerly known john oldman also known godemperor mankind,2026-01-18 14:54:37.823108
liked eveything movie except fort making chirstian bad guy truly pissed,2026-01-18 14:54:37.823110
"would cool part 3, didnt like ending much part 2.",2026-01-18 14:54:37.823111
4 year boy gals..,2026-01-18 14:54:37.823113
anyone else notice van gogh art house post credit scene?,2026-01-18 14:54:37.823114
"not good first one. ive seen better acting porn, better story line wwe hear piano movie 45 minute ill go insane.",2026-01-18 14:54:37.823115
see 2027,2026-01-18 14:54:37.823117
happened girl went end first movie shes gone???,2026-01-18 14:54:37.823118
hoping would prequel showing story time,2026-01-18 14:54:37.823119
"understand ad in, but every 5 min ad 3x volume movie. wtf!?!",2026-01-18 14:54:37.823121
"mehhhh. writing could better. dialogue nearly unbelievable. couldve workshop lot longer. rest ok, not stellar",2026-01-18 14:54:37.823122
also good but first one way better,2026-01-18 14:54:37.823124
absolutely garbage follow,2026-01-18 14:54:37.823126
next part 2027,2026-01-18 14:54:37.823129
midroll scene dumb hell. movie doesnt even hold candle first film. yes distinction.,2026-01-18 14:54:37.823132
"first part end positive note, second part end like john actually immortal devil slowly shaking people belief jesus christ completely negative way end picture. ending positive, sad, reality, fantasy, hope, etc. but ending bad back square one.",2026-01-18 14:54:37.823134
part 3?!,2026-01-18 14:54:37.823136
"disappointed season, not expand theorizes, insight past live. not show contention student view classroom, but, attempted student hold hostage nothing akin first season episode. flat. sequel uplift second season. rate second season holocene 95.",2026-01-18 14:54:37.823138
"pretty good sequel. yes, not awesome first one but still decent..",2026-01-18 14:54:37.823141
fbi guy immortal guy talked first movie,2026-01-18 14:54:37.823143
less four year sequel.,2026-01-18 14:54:37.823147
people made one first one.,2026-01-18 14:54:37.823150
"im glad see story bit fleshed out, but could lot better was.",2026-01-18 14:54:37.823152
disney kid actor suck ball movie. shitty acting,2026-01-18 14:54:37.823155
man earth part 1 httpsyoutu.beg5fjr658cqs,2026-01-18 14:57:38.822904
kid mutt,2026-01-18 14:57:38.822910
please make series make sequel movie,2026-01-18 14:57:38.822914
99 christian exactly philip basement.,2026-01-18 14:57:38.822916
"watched first one, wonderful but one come nowhere near it. plus hated students, claimed love professor even said wanted learn but no problem stalking him, invade home, belonging impose forcibly life. not one person decency point none anyone right thing him? kid fake called ambulance instead duck taped poor guy chair felt belief challenged worst all. yes young felt strongly faith but quickly betray core faith. action proved humanity still undeserving greatness miracles. history proves, every time humanity given something divine, miraculous amazing, instead trying understand feel fortunate enough witness it, decided vilify it, torture crush till gone destroyed. add insult injury go say want believe. professor said angry wanted oldman, but reality acted way student stabbed oldman, albeit less drastic way. couldnt admit action ruined career. kind real friend, would never tried friend, especially oldman already explained friend needed move difficult life various reasons. instead empathising even marveling possibility meeting person, response oldman, ridiculous evil him. tried profit olmans secret purposely put target oldmans back but didnt think would backfire destroy career, resulting becoming bitter old man. least, would liked seen four student pay did, see realisation part cruel nothing short selfish whether oldman thought not, came upon something incredible, destroyed never come close again. least, might given something film. first film various character thoughts, feeling deal learned friend. im not sure anyone watched show called forever, brilliant show refreshing intelligent new take someone discovering immortal trying figure even possible. show making something completely new intriguing but like thought provoking shows, got axed became hooked. yes, fact show called forever got cancelled soon after, isnt lost me. no 3 man earth story, feel creator forever one could real justice.",2026-01-18 14:57:38.822918
hmmm... ending scene fbi agent bwas really weird messed up! whole part 2 felt like highjacking part 1!,2026-01-18 14:57:38.822919
guy look like jim carrey!,2026-01-18 14:57:38.822921
perfect sequel.,2026-01-18 14:57:38.822923
philip john tape chair basement? right? john get stabbed knife? dont think thats knife would use anything.,2026-01-18 14:57:38.822925
think immortal serial killer one wen see jenkins,2026-01-18 14:57:38.822927
painful watch,2026-01-18 14:57:38.822928
year 2026. still year go third part,2026-01-18 14:57:38.822930
didnt know mark webber acted!,2026-01-18 14:57:38.822932
"first movie great. sequel poor attempt cashing original. poor writing, poor acting dreadful ending.",2026-01-18 14:57:38.822934
total trash,2026-01-18 14:57:38.822936
first film masterpiece! love it. italian version this? least subtitles? grazie,2026-01-18 14:57:38.822937
nabi idris ga sih,2026-01-18 14:57:38.822939
. . . . . . . . . . . . . . . . . . . . . . . . . .,2026-01-18 14:57:38.822941
"pretty poor, that.",2026-01-18 14:57:38.822943
first movie absolute masterpiece. second part big downgrade shouldnt come first place,2026-01-18 14:57:38.822944
"fun fact, bottle whiskey 1960 wouldnt go bad stored cupboard quality doesnt improve time bottle.",2026-01-18 14:57:38.822946
keep getting crucified whenever people find secret he trying escape live life. no wonder hide,2026-01-18 14:57:38.822948
"how, how? im fresh watching first part not believe bad is.",2026-01-18 14:57:38.822950
"looking first movie ended watching entire movie accident. imagine confusion. fortunately, found first one after.",2026-01-18 14:57:38.822952
"lmao, movie bad compared first one. still, entertaining",2026-01-18 14:57:38.822953
liko busta.,2026-01-18 14:57:38.822955
wish theyd make tv series based story told first movie.,2026-01-18 14:57:38.822957
"first movie great, but sequel destroyed rabid christians. usual approach jesus movie sit back, laugh, enjoy bad acting cheap sets. couldnt one kept remembering first one, was, large part, monologue additional character time time. oh well, there aways ten commandents next rainy day.",2026-01-18 14:57:38.822959
hunch but 2027 next movie.. 2007 part 1 2017 part 2 2027 part 3?,2026-01-18 14:57:38.822961
im waiting part 3 year 2027,2026-01-18 14:57:38.822963
philip right! john antichrist. true. john must kill philip keep secret,2026-01-18 14:57:38.822964
"story writer take role character live it. scenario good time name discovered book, writer imagination failed began flounder randomly end story. decision go wilderness good one, thats exactly would done place. but short moment could prolonged everyone following something happening, like getting lost wilderness. could showcased survival skill interesting discussion around campfire. first part inspiring. envisioned many enjoyable parts, dont think id want watch episode might ruin ive already seen. author, given first part contained truth, would made second part showcase man ability expertise hiding, escaping, conversing, dodging, talking, surviving, on.",2026-01-18 14:57:38.822966
"sequel never needed yet,",2026-01-18 14:57:38.822968
"really liked first movie, part 2 watch like porn without sex...",2026-01-18 14:57:38.822970
"people must admit no god anything like exist replica anything ,like bible replica book like",2026-01-18 14:57:38.822971
jesus also fake one like god claim,2026-01-18 14:57:38.822973
hm,2026-01-18 14:57:38.822975
fk,2026-01-18 14:57:38.822977
"shoudnnt ending, first great, believe last one mean one, made around breaking religions, making human realize not religion humanity, kindness, equlibrium bw human nature.",2026-01-18 14:57:38.822978
dissapointing... havent seen end yet but feel like attempt sequel...,2026-01-18 14:57:38.822980
think shouldnt made part 2. effect original movie.,2026-01-18 14:57:38.822982
,2026-01-18 14:57:38.822984
"1730 favourite scene whole movie. metaphor nothing lasting forever, warm humour, john friend not clue took friend name vain",2026-01-18 14:57:38.822985
wild bad comparatively. im halfway sad,2026-01-18 14:57:38.822987
god damn no way good compariosn part 1,2026-01-18 14:57:38.822989
"tara true 49er. shes 4, but think shes 9.",2026-01-18 14:57:38.822990
first movie still best,2026-01-18 14:57:38.822992
four student anti christ.,2026-01-18 14:57:38.822994
student insufferable movie. whoever wrote shit clearly didnt understand first movie made great,2026-01-18 14:57:38.822995
stay radar. work university,2026-01-18 14:57:38.822997
"hasnt aged 14,000 years, but aged quite bit last 10 years.",2026-01-18 14:57:38.822998
"movie isnt immortal caveman, jesus, mortal captain planet no power create interesting universe, remove interesting thing brilliant",2026-01-18 14:57:38.823000
"david lee smith understated performance, melancholic expression, brooding silence really get mood right portraying. something tragic lonely man living forever nail it. compelling story. loved first movie. always get story like pit stomach",2026-01-18 14:57:38.823002
could better,2026-01-18 14:57:38.823004
monotheism root evil done name religion world.,2026-01-18 14:57:38.823006
,2026-01-18 14:57:38.823007
,2026-01-18 14:57:38.823009
please let run campaign part 3 released 2027!!!,2026-01-18 14:57:38.823011
"doctor jenkins, art , next victim.",2026-01-18 14:57:38.823013
arruinaron la escencia,2026-01-18 14:57:38.823014
"something definitely wrong students, christian student",2026-01-18 14:57:38.823016
guy thee post credit scene 13904,2026-01-18 14:57:38.823018
ruined... part 1 brilliance,2026-01-18 14:57:38.823019
good movie though,2026-01-18 14:57:38.823021
exposed? movie show selfish humanity is.,2026-01-18 14:57:38.823023
"1745, flying f shoot 75 year old scotch???????",2026-01-18 14:57:38.823026
like useless conversation web show pas time,2026-01-18 14:57:38.823028
shade edith! christian fundamentalist always biggest problem dealing things? jesus christ no pun intended.,2026-01-18 14:57:38.823029
ti con nt ranh vo p2 ny c v nh din sai lm chng n lm hng p2 ny ri,2026-01-18 14:57:38.823031
hell shit,2026-01-18 14:57:38.823033
second part almost came 10 year john change location every 10 year,2026-01-18 14:57:38.823034
"loved first film, but second one terrible.....",2026-01-18 14:57:38.823036
"man ruin legacy first one , completely ruined first one amazing idea , amazing acting , amazing ending left",2026-01-18 14:57:38.823038
"first movie made genius storyteller, articulated confidence. stupidity thats another kind confidence.",2026-01-18 14:57:38.823039
"currently 2809 , reason part not like near 25002800 no basis attach prof young prof old not good start part 1 3200 3400 . 3700 bunch teenager go house young started searching like disturbed major flaw part 1",2026-01-18 14:57:38.823041
waiting part 3 2027 !!!! please like comment wanna support wait,2026-01-18 14:57:38.823043
seems movie goal discredit christianity script written lucifer,2026-01-18 14:57:38.823044
honestly disappointing,2026-01-18 14:57:38.823047
"proof humanity not ready hear bible religious book fary tell, create heaven earth but love lied",2026-01-18 14:57:38.823049
"movie crap compared first movie. college kid movie annoying, irresponsible acting terrible. first movie masterpiece. this?",2026-01-18 14:57:38.823051
kid truly crazy.,2026-01-18 14:57:38.823052
waiting part 3 2027,2026-01-18 14:57:38.823054
original thought provoking. pile teenage waistland crap.,2026-01-18 14:57:38.823056
"sorry, but dumbest piece shit ive ever seen.",2026-01-18 14:57:38.823057
"first one much better , one throe everything first one did, mystery, wonder true history john alive 14000 year last decade done know going die, end era come on... screw good plot, sake plot twist.... good tale thrown away, know go back time prequel. cause fucked up...",2026-01-18 14:57:38.823059
masterpiece,2026-01-18 14:57:38.823060
"sequal doesnt deserve part masterpiece,,, first part based idea , knowledge, curiosity, knowing , among knowledgeable people...those cast member know acting ...but seeing bunch college students.. asking stupid questions..and expressionless acting ..i disappointed man ..",2026-01-18 14:57:38.823062
"one stupid sequel, no coment",2026-01-18 14:57:38.823064
feel like im watching porn,2026-01-18 14:57:38.823066
,2026-01-18 14:57:38.823067
,2026-01-18 14:57:38.823069
,2026-01-18 14:57:38.823071
"awful pivot away original. discovered movie 3 hour ago watched back back. supporting character braindead caricature made stupid useless change john character. first movie magical character hyperintelligent unique personalities, offering interesting individualized perspective john. first movie genuinely one greatest thing ive ever seen. feel like written single weekend someone saw original movie, didnt understand it, decade later paid make sequal based memory alone.",2026-01-18 14:57:38.823073
actual hell whole philip part end? actual brain melting writing.,2026-01-18 14:57:38.823075
sidhhartha gautam indian nepal told ? make make sense,2026-01-18 14:57:38.823077
true story .... prophets. saint,2026-01-18 14:57:38.823079
"previously raved man earth possibly best film ever seen. man earth halocene mediocre, best. former philosophical introspective, socalled sequel preachy sophomoric. et cetera...",2026-01-18 14:57:38.823080
hallmark movie atheist,2026-01-18 14:57:38.823082
turn he immortal serial killer? lololol,2026-01-18 14:57:38.823084
empowerment godly people,2026-01-18 14:57:38.823085
,2026-01-18 14:57:38.823087
"im wondering 1st movie , told friend secret. wonder act alone made start age. would explain starting age since time 10 year",2026-01-18 14:57:38.823089
blecchhh!,2026-01-18 14:57:38.823091
didnt high hope sequel first really good good there,2026-01-18 14:57:38.823092
"found nitpicking pretty much start, watched two back back. going im not healing fast. entirely retconned part made first tantalizing. wasnt healing speed, didnt scar. whole student think he hot thing weird feel like anime, descent already questionable student thing first movie. im also confounded student connecting dot blinding pace seemingly disregarding consequence like tresspassing, shouldnt let scotfree. plus course many loose end left without satisfying closure, stark contrast neat bowtie first, still left thing ambiguous. plus course student reading like three book day entirely break semblance suspension disbelief. think there solid idea movie, student figuring thing could make good premise done course semester, though think religion bit laid awfully thick point counterintuitively almost felt preachy. fbi bit end really could half movie satisfying payoff, but instead cheap setup third movie.",2026-01-18 14:57:38.823094
well... definitely full hollow scenes.,2026-01-18 14:57:38.823096
"haha, cant wait 2027",2026-01-18 14:57:38.823097
cop come life im sure million criminal thought.,2026-01-18 14:57:38.823099
"doesnt make sense would leave van go behind? would suck lose gift long lost friend, but thousand year get back, would leave it. would rationalize friend would want not end lab somewhere guinea pig.",2026-01-18 14:57:38.823101
okay cool director. 1st movie gaindd following due mystery way john never truly answered questions. one take many unnecessary plots. but sadly part story. way could see working third movie never happen maybe instead aging start become younger. another commentor said fbi agent could possible immortal john met. could cat mouse game maybe. sequel really delve faster healing well. first one never suggested also suggested learned slow body such. not heal within week stabbed gut.,2026-01-18 14:57:38.823104
wow might worse sequel.,2026-01-18 14:57:38.823106
worf!!!!!l,2026-01-18 14:57:38.823107
"feel nothing like original, lost thing made original good. even script feel poorly written comparison",2026-01-18 14:57:38.823109
blonde college girl fucking fine im not even focused plot john would folded,2026-01-18 14:57:38.823111
"take amazing movie, make complete dogshit sequel. fucking embarrassing",2026-01-18 14:57:38.823113
"simply not good original one. honestly fact first one good heavy lifting making sequel decent. perhaps different writer studio demand behind fails capture original. whatever case clearly missed made first one interesting. focus suppose man. not students. not coworkers past present. not religious aspect. man. single place. without top theatrics. conversation someone wise seeing much yet also humble admit also know little. edit add final scene credit want film. honest, simple conversation open minded people one location. mid credit scene happens stunned tone deaf is. clearly whomever wrote scene particular not get concept people loved first one all. frankly hope third film made scene ignored, erased never brought beyond go opposite direction it.",2026-01-18 14:57:38.823115
10522 lens shot on? bokeh ball shape im not used to.,2026-01-18 14:57:38.823116
lot star trek people movie,2026-01-18 14:57:38.823118
boy john aged,2026-01-18 14:57:38.823120
even whiskey spoils!,2026-01-18 14:57:38.823121
"single compelling part movie me, shadowcovered fbi agent end, questions. could whole movie faceless federal agent recanting exploit via question random witness old new character left wonder john, another immortal. ....in 1983, man matching description killed compound full follower waco, texas, think he capa... ....in 1969, man matching description robbed museum stole old photographs.... ...in 2010, man matching description set fire security camera saving life convenience store clerk. . would that?",2026-01-18 14:57:38.823123
"kept waiting john outwit kid one question, like tom hank green mile stand god. tell him... killed one gifts? thought job?!",2026-01-18 14:57:38.823125
kid pissed much.,2026-01-18 14:57:38.823127
"try, but hard unsee feminization hollywood. two movie after. 1.all woman smart bos babe men bumbling idiots. aside john, not one capable man story. even killer church boy couldnt competently stab devil tied chair. everything favor righteousness, time, motivation, even stationary target messed up, like fool. 2.all woman belowhollywoodlevel attractive men feminine. unlike now, past actress usually exceptionally beautiful unless role call purposely unattractive, like misery. world tia carrera cameron diaz exists, best looking diverse girl could find? churchboy couldnt chiseled jaw, like churchboyfootball player american pie todd breaking bad? john second girlfriend chunky, but first girl artsy, waif professorhollywood archetype. realistic part movie damaged college girl attempted s3xully assault john, thought attractive actually was. ive seen woman build try make not conventionally attractive overtly aggressive. part believable. unbelievable that, rejection, didnt make victimassault story cover mistake. fact, normalized, soon ran away shame tear 90 sure going make false accusation move plot direction. surprised moral backbone override ego. jilted girl, common scenario workplaces, probably schools, too.",2026-01-18 14:57:38.823129
"reading comment think movie potential fantastic sequel. however storyline mr boat, script whack. steven seagal keanu reef xmen type shoot em brain dead action script, something little smart intelligent scifi. following religious storyline think fall flat beat dead donkey first one. first one revelation movie discovery. really could kept revelation going. maybe even made period piece gone back time. yes act look old but youre like beard no problem. many interesting possibility but pander religious nuts. shame. really could got mind character 2 mean lived 14,000 year maybe want die. made mortal suppose gonna kill thats end that. shame.",2026-01-18 14:57:38.823130
loved first one one hard watch,2026-01-18 14:57:38.823132
many people seeing clip first movie watching this?,2026-01-18 14:57:38.823134
5111 hate kids.,2026-01-18 14:57:38.823135
"yup, quick browse comment figured, better keep mystery.",2026-01-18 14:57:38.823137
broo john shoulda smahhhh dat bihhh god nem,2026-01-18 14:57:38.823140
10 year gap movie awsome lol but gonna handle aging. squared 10 year but dont think 10,2026-01-18 14:57:38.823141
much better thought would,2026-01-18 14:57:38.823143
jesus freak always going deep end,2026-01-18 14:57:38.823145
collage student made painful watch,2026-01-18 14:57:38.823146
talmudic propaganda,2026-01-18 14:57:38.823148
"lol better buying motor cycle taking student, glad im not one thought off. got confirmation movie itself. edit oh shit wrote book talkin bout. wonder mention buying motor cycle riding student. reedit havent laughed hard ages, movie master piece rereedit phillip literally shayne topp character crime portion",2026-01-18 14:57:38.823150
"bad director cant seem let good story good ending alone, try extend either abandon fail understand first one good.",2026-01-18 14:57:38.823152
glad kept original cast. not sure jesus character. aged much,2026-01-18 14:57:38.823153
"pig underrated pets, super smart, super friendly actually clean trainable",2026-01-18 14:57:38.823155
kid pretty stupid lol,2026-01-18 14:57:38.823157
single aggravating movie ive seen 10 year spectacularly terrible,2026-01-18 14:57:38.823158
fuck hunk shit? first one great.,2026-01-18 14:57:38.823160
skipping movie much watched like 30 min it. wtf ending. john anvenger now? also he dying saw child die. thats it. ever see one child die. no. foreshadowed end 1.,2026-01-18 14:57:38.823162
look like phil modern family lol,2026-01-18 14:57:38.823164
"movie isnt good first one, but still decent. however, worst trend history cinema college kid joke every single thing happens glad trend pretty much over. no one, history, ever talked like that.",2026-01-18 14:57:38.823165
veteran actor kid seem acting first time life. kid acting literally painful,2026-01-18 14:57:38.823167
5120 begin talking god head say son god literally next word say im not saying he son god cant mistaken signs. relationship god amazingly awesome. love,2026-01-18 14:57:38.823169
cant wait another one 2027.,2026-01-18 14:57:38.823171
"was..... disappointing say least, not expecting sequel all... writing first movie absent",2026-01-18 14:57:38.823172
"well, movie took unexpectedly dark twist.",2026-01-18 14:57:38.823175
"yeah nah, saw first one accident 611 done already",2026-01-18 14:57:38.823176
remember john said met guy like past said would keep touch...he said thought saw but missed him. next part provide closure but ride end worth it!!!,2026-01-18 14:57:38.823178
movie much worse... unlucky,2026-01-18 14:57:38.823180
butcher first one..,2026-01-18 14:57:38.823182
construction dialogue first movie smart. thoughtful answer followed logically derived questions. second movie scenario amateur acting little thought development. hard pass. admitted waste time. nap would valuable.,2026-01-18 14:57:38.823183
"pathetic. man purportedly life 14000 years, yet whole life reduced one middle eastern fairytale not 2000 year old, probably got written middle age anyway. pathetic. whole scope humanity reduced one fiction.",2026-01-18 14:57:38.823185
ad make unwatchable,2026-01-18 14:57:38.823186
po sequel.,2026-01-18 14:57:38.823188
khatra aise hi young aur rafical maa bap se hai fesh ko,2026-01-18 14:57:38.823190
"actually like it. not bad like comment says. worrying young actors, but good characters, auch shame isnt part3 end story line end part2.",2026-01-18 14:57:38.823191
"wish sequel actor david lee smith , tv series. knew movie late. but impossible cause dlsmith would old continue story line here. director lucky actually find actor actually almost didnt age 10years.",2026-01-18 14:57:38.823193
strange ending. seems though better ending would visit harrys dad. not credit scene like something marvel movie.,2026-01-18 14:57:38.823194
"watching first movie, kept engaged entire duration it. even though didnt action, anything besides people room. one however, annoying watch. kid brain capacity squirrels. discussion brainrotted. conclusion stupid. atleast one student shouldve brought scientific approach but non did. not even good acting yo",2026-01-18 14:57:38.823196
garbage acc shat first movie this.,2026-01-18 14:57:38.823197
first one good enough. one bad cinema.,2026-01-18 14:57:38.823199
agree blonde fbi agent end christian kid tried kill ? checked hair line same.,2026-01-18 14:57:38.823201
"hit pause blink watching first one, fast forward second 2x speed",2026-01-18 14:57:38.823202
"people pissy sequel? people whining attitude boomer critizing star war prequels. let nostalgia cloud critical thinking. story change evolve time, experience never replicated again, time is!! chaos change! different story! appreciate stop getting mad want watch thing over. human uncomfortable change want control can, order prevent suffering. still keep spirit theme alive. shame didnt funding keep going make grandiose story implying going be.",2026-01-18 14:57:38.823204
"1 ,2 .. .",2026-01-18 14:57:38.823206
"first movie genius script thought provoking , second pissed first , third highlander mlvie !? j hope not",2026-01-18 14:57:38.823207
"could made way better , movie kinda suck .... big time , dude survived 14 k cook rent girl ? nah sci fi definitely",2026-01-18 14:57:38.823209
2100 cooking girlfriend instead going drink mate beginning end,2026-01-18 14:57:38.823210
13050 look younger guy who supposed live forever,2026-01-18 14:57:38.823212
probably dumbest part 2 ive ever seen....... come guy really? literal gold mine hands.,2026-01-18 14:57:38.823214
brutto film il seguito,2026-01-18 14:57:38.823216
whole fcked masterpiece,2026-01-18 14:57:38.823217
"jiji, still watch. feling bit old guess hehe, hug frae scotland alexander john murray",2026-01-18 14:57:38.823219
"watched man earth holocene back back. first movie masterpiece praise give less, sequel even doesnt reached beauty original felt like story going correct direction showing consequence telling secret other, making connection different life lives. story premise movie extremely rich execution first commendable sequel fell felt face. like philosophical movie one must watch, future sequel, movie but premise get diluted genres. personally, would love see prequel john immortal meet would great, john aspect philosophical nature human instinctive human based end credit",2026-01-18 14:57:38.823220
"trash. bad writing regurgitating previously done concept worse version. 1st one okay ... make masterpiece wasnt, nice concept wrapped bunch drivel saved end son died.",2026-01-18 14:57:38.823222
"best sequel could plot professor oldman meet person mentioned part 1 similar like thousand year old saw train station but lost crowd. imagine discussing sharing length information regarding history, religion, cults, extra terrestrial contact ancient tribes, invention time travel machine nazi time, secret experiment different country not. once, imagine guy played none keanu reaves. end, keanu reaves say per knowledge, total 5 people including even older two somewhere world. story would ended embark journey find remaining 3 people. immature cringe acting kid extent spoilt whole seriousness movie.",2026-01-18 14:57:38.823224
"dog sht desecration jerome bixbys ouevre sequel supposed be. shame successor led memorialize nonsense was. no structure, weird segues, half baked jab introspective question original screenplay raised. please go familiarize legacy work jerome bixby.",2026-01-18 14:57:38.823225
imo man earth spinoff comic book,2026-01-18 14:57:38.823227
pitiful.,2026-01-18 14:57:38.823229
1,2026-01-18 14:57:38.823230
"comment section interesting, say least. not interesting see people mind go back inside box soon subject require take path thanking, exploration questioning, frightened destroy paradise created themselves, risking everything way, sacrificing important quest life get truth.",2026-01-18 14:57:38.823232
"kid terrible people, self righteous religious zealots. always wary someone need supreme creator universe tell decent human being.",2026-01-18 14:57:38.823234
"unbelievable. youve club cab pickup, dont go back regular cab.",2026-01-18 14:57:38.823235
really couldve better. but first one great.,2026-01-18 14:57:38.823237
stupid christian boy going hell wonder believer like whole faith made,2026-01-18 14:57:38.823238
think guy end immortal met but he serial killer im assuming something,2026-01-18 14:57:38.823240
horrible... but watched guess creator got watch time,2026-01-18 14:57:38.823242
"best film hadnt saw, now. great sequence underrated. come 2027",2026-01-18 14:57:38.823243
thr second movie deems like parody sequel 1st part lol needed screentime john not bunch whinng little kid,2026-01-18 14:57:38.823245
n tem legendado???,2026-01-18 14:57:38.823246
whole movie could john tied chair interrogated student would better close first one style,2026-01-18 14:57:38.823248
could cain but forgot,2026-01-18 14:57:38.823250
im willing bet one girl didnt help spread word thing probably coulda convinced talk but said like crapnits happening yet another crusade,2026-01-18 14:57:38.823251
"first movie genius, pure gold, maybe jerome bixby cromagnon century hone writing skill emerson regular human chef dentist.",2026-01-18 14:57:38.823253
"like first movie one best movie ive ever seen, one worst movie ive ever seen. bad writing, bad acting, entirely losing plot first movie, overall backtracking thing made first movie great. movie like shawshank redemption made sequel andy go become murderer escaping sentenced receive death penalty, basically destroying everything built first movie. literally jaw floor dawned movie ended poorly written nonsensical manner. 110",2026-01-18 14:57:38.823255
last stupid but need part three,2026-01-18 14:57:38.823257
would suck live 14k years. imagine witnessing horror mankind. death ultimate reset life.,2026-01-18 14:57:38.823258
let ending.but anything possible eh.,2026-01-18 14:57:38.823261
fck,2026-01-18 14:57:38.823263
"took science fiction concept john character made bullshit straight vod flick. imovie as transitions, worst camera work youve ever seen life. sound design deaf person. camera work blind person. wow!! love movie shitty much tho",2026-01-18 14:57:38.823264
omg comedically bad,2026-01-18 14:57:38.823266
got hyped hearing sequel. 2min completely garbage but thisll good movie watch shit friend,2026-01-18 14:57:38.823268
"first movie 1010, second movie one 210",2026-01-18 14:57:38.823269
look like he going case xfiles now!,2026-01-18 14:57:38.823271
thats thats ends? dumbass sequel,2026-01-18 14:57:38.823273
waste...,2026-01-18 14:57:38.823274
student reenforced dislike teenager young adult,2026-01-18 14:57:38.823276
"11.11.2024 sadly, screenwriter go ending suggests young caucasian christian college student grows become j.edgar hoover gman serial killer rage not finding real jesus christ. waanhwaanh.. original better didnt try solve mystery.",2026-01-18 14:57:38.823278
ruining ? anyway... cant wait watch 3rd part 2027,2026-01-18 14:57:38.823279
dont read comment watch it. pretty good.,2026-01-18 14:57:38.823281
altsimo mierdon,2026-01-18 14:57:38.823283
2027 please.,2026-01-18 14:57:38.823285
"not good original, but worth watch companion piece. made tv series pilot initially, thats bit structured differently. original 9 10 me, 7 but seen original . standalone really isnt , id rate little lower 6.",2026-01-18 14:57:38.823287
id love see third movie,2026-01-18 14:57:38.823288
still looked good age hate still like movie hoping part 3,2026-01-18 14:57:38.823290
men black end other???,2026-01-18 14:57:38.823292
"gusto mucho, e una buena secuela, ojal hagan la tercera",2026-01-18 14:57:38.823293
"first movie, john mentioned someone immortal like him. maybe guy serial killer mentioned part.",2026-01-18 14:57:38.823295
part3????,2026-01-18 14:57:38.823297
nothing like first part,2026-01-18 14:57:38.823298
"reading comments, im not going waste time watching it.",2026-01-18 14:57:38.823300
didnt like ending all. didnt give kind closure anything anyone...,2026-01-18 14:57:38.823301
lol comment likedislikeratio dont match,2026-01-18 14:57:38.823303
gonna leave cliff hanger like,2026-01-18 14:57:38.823305
,2026-01-18 14:57:38.823307
"4556. picked plastic way back mountains.. good message, fit story kind man was.. caring people .. caring earth... made real. kudos writers.",2026-01-18 14:57:38.823308
way ended pissed,2026-01-18 14:57:38.823310
en franais svp,2026-01-18 14:57:38.823312
shame mixed disappointed,2026-01-18 14:57:38.823313
mind blowing sense,2026-01-18 14:57:38.823316
think...the actor mature good actor ! not noobs . spoiled whole mood first part got !,2026-01-18 14:57:38.823317
"fuk, disappointed",2026-01-18 14:57:38.823319
"please dont watch this, not worth expectation. literal waste watching part1",2026-01-18 14:57:38.823321
first movie really good. but b class crap,2026-01-18 14:57:38.823323
become follower good but blind follower bullshit. religion doesnt make blind priest that.,2026-01-18 14:57:38.823324
isbthere third one?,2026-01-18 14:57:38.823326
isnt funny hollywood producing movie advertisement like last 60 years. leave jbirds.,2026-01-18 14:57:38.823327
u notice van gohh last scene john fabricated identy body found 1 year ago doctor,2026-01-18 14:57:38.823329
"first movie entirely shot single room, still hold everyone end, however doesnt even come close that.",2026-01-18 14:57:38.823331
second movie not bad,2026-01-18 14:57:38.823332
"shame, doesnt come close original movie. waste time!! could degrade piece art much original was, putting typical student without logical sense sex heads!!",2026-01-18 14:57:38.823334
"ok, 4 jesus",2026-01-18 14:57:38.823336
"perfect depiction brain damage religion inflicts people, lol.",2026-01-18 14:57:38.823337
first part kept thinking week wen first watched it....such underrated movie true cult masterpiece....,2026-01-18 14:57:38.823339
"please unpublish movie internet , insult part 1",2026-01-18 14:57:38.823341
